ID,Age,Gender,Education,Country,Ethics,Neuroticism,Extraversion,Cannabis_Consumption,Ecstasy_Consumption,Alcohol_Consumption,Cocaine_Consumption
806,18.0,M,University Degree,0.25,-0.32,1.98,-1.51,Used Last Month,Used 1-2 Years,Used 2-5 Years,CL6
807,31.0,F,Some College,-0.57,-0.32,-0.25,0.17,Used 5-10 Years,Used Last Month,Never Used,CL6
808,18.0,F,,-0.1,-0.32,-0.35,0.81,Used Last Year,Never Used,Never Used,CL0
809,22.0,M,Some College,-0.57,-0.32,1.02,0.81,Used Last Month,Never Used,Never Used,CL5
810,22.0,F,University Degree,-0.57,-0.32,0.42,-1.92,Used 2-5 Years,Used 2-5 Years,Never Used,CL3
811,24.0,F,Professional Cert.,0.96,-0.32,-1.69,-0.81,Used Last Year,Never Used,Never Used,CL0
812,24.0,F,,-0.57,-0.32,-1.69,0.81,Used 2-5 Years,Never Used,Never Used,CL0
813,54.0,M,University Degree,-0.57,-0.32,1.23,1.74,Used Last Month,Used 1-2 Years,Used >10 Years,CL2
814,20.0,F,Some College,-0.57,-0.32,1.13,-0.7,Used 1-2 Years,Never Used,Never Used,CL4
815,31.0,F,University Degree,-0.57,-0.32,0.52,-0.58,Used 2-5 Years,Used 5-10 Years,Never Used,CL2
816,18.0,F,Some College,0.96,-0.32,-0.68,0.0,Used Last Year,Used 2-5 Years,Used 1-2 Years,CL0
817,18.0,F,Some College,0.25,-0.32,2.46,0.32,Used Last Year,Used 5-10 Years,Never Used,CL6
818,23.0,M,Some College,-0.57,-0.32,0.14,-0.95,Used 2-5 Years,Never Used,Never Used,CL0
819,50.0,F,Doctorate Degree,-0.1,-0.32,0.63,0.17,Used 1-2 Years,Used 2-5 Years,Used 5-10 Years,CL4
820,30.0,M,Master’s Degree,0.96,-0.32,1.6,-0.81,Used Last Year,Used 5-10 Years,Used 2-5 Years,CL5
821,23.0,F,Some College,-0.1,-0.5,-0.68,1.74,Used 2-5 Years,Never Used,Never Used,CL0
822,19.0,M,University Degree,-0.57,-0.32,-0.35,0.32,Used Last Year,Used 1-2 Years,Never Used,CL0
823,21.0,F,Some College,0.96,-0.32,-0.05,1.11,Used Last Month,Never Used,Never Used,CL0
824,22.0,F,Some College,-0.57,-0.32,-0.05,0.17,Used 1-2 Years,Never Used,Never Used,CL0
825,18.0,F,Some College,-0.29,1.91,0.04,-0.3,Used Last Year,Never Used,Never Used,CL0
826,23.0,F,University Degree,-0.1,-0.32,0.63,-2.11,Used Last Year,Used Last Month,Never Used,CL5
827,18.0,F,University Degree,-0.57,-0.32,0.52,0.64,Used Last Month,Used 5-10 Years,Never Used,CL4
828,18.0,F,Some College,-0.57,-0.32,0.14,1.45,Used 2-5 Years,Used Last Month,Never Used,CL4
829,19.0,F,University Degree,-0.29,-0.32,-0.92,0.48,Used Last Month,Used 5-10 Years,Never Used,CL4
830,29.0,M,Doctorate Degree,-0.1,-0.32,1.72,0.48,Used Last Year,Used 2-5 Years,Never Used,CL0
831,20.0,F,Some College,-0.57,-0.32,0.14,0.64,Used 1-2 Years,Used 2-5 Years,Never Used,CL0
832,24.0,F,Professional Cert.,0.96,-0.32,0.31,-0.44,Used Last Month,Used Last Month,Used 5-10 Years,CL0
833,20.0,F,Some College,-0.57,-0.32,0.91,-0.81,Used 1-2 Years,Never Used,Never Used,CL0
834,32.0,M,Master’s Degree,-0.57,-0.32,0.14,-0.95,Used Last Month,Used 2-5 Years,Used >10 Years,CL5
835,50.0,M,Doctorate Degree,-0.57,-0.32,0.04,0.17,Used Last Month,Used Last Month,Used >10 Years,CL4
836,33.0,M,Master’s Degree,-0.57,-0.32,0.83,-0.7,Used Last Year,Never Used,Never Used,CL0
837,22.0,F,University Degree,-0.57,-0.32,0.52,-0.95,Used Last Month,Used 2-5 Years,Never Used,CL2
838,19.0,F,University Degree,-0.1,-0.32,-1.69,0.17,Used 1-2 Years,Never Used,Used 1-2 Years,CL0
839,51.0,F,Master’s Degree,-0.57,-0.32,-0.35,0.32,Used 2-5 Years,Used Last Month,Used 2-5 Years,CL2
840,19.0,F,Some College,-0.1,-0.32,-1.69,1.74,Used 1-2 Years,Never Used,Never Used,CL0
841,22.0,F,,0.96,-0.32,0.74,0.0,Used Last Month,Never Used,Never Used,CL0
842,33.0,F,University Degree,-0.57,-0.32,0.22,-1.38,Used Last Year,Used Last Month,Used 5-10 Years,CL5
843,18.0,F,Some College,-0.57,-0.32,-0.58,-0.15,Used 1-2 Years,Used 1-2 Years,Never Used,CL0
844,20.0,F,Some College,-0.57,-0.32,-0.68,0.0,Used 2-5 Years,Used 5-10 Years,Never Used,CL3
845,29.0,M,Some College,-0.57,-0.32,0.52,-0.44,Used Last Month,Used >10 Years,Never Used,CL4
846,20.0,M,Some College,-0.57,-0.32,0.31,0.81,Used Last Year,Never Used,Never Used,CL2
847,37.0,F,Some College,-0.57,-0.32,0.91,-1.63,Used Last Month,Never Used,Never Used,CL5
848,20.0,M,Professional Cert.,0.25,-0.32,0.52,-0.44,Used 5-10 Years,Used Last Month,Never Used,CL0
849,30.0,F,University Degree,-0.57,-0.32,0.63,-0.44,Used 2-5 Years,Used Last Month,Used 5-10 Years,CL6
850,22.0,F,,-0.57,-0.32,-1.69,0.05429718875502009,Used Last Month,Used Last Month,Never Used,CL6
851,63.0,F,Master’s Degree,-0.57,-0.32,-1.69,0.0,Used 1-2 Years,Never Used,Never Used,CL0
852,22.0,F,Master’s Degree,-0.29,-0.32,0.42,-0.95,Used Last Year,Never Used,Used 5-10 Years,CL0
853,19.0,F,Some College,-0.57,-0.32,-0.79,1.45,Never Used,Used 5-10 Years,Never Used,CL0
854,34.0,F,University Degree,-0.57,-0.32,0.74,0.17,Used 5-10 Years,Used 5-10 Years,Never Used,CL2
855,21.0,F,Some College,-0.57,-0.32,0.04,0.0,Used Last Year,Used Last Year,Never Used,CL6
856,22.0,M,Some College,-0.57,-0.32,-0.35,0.17,Used Last Year,Never Used,Never Used,CL0
857,22.0,F,,0.25,-0.22,0.52,0.81,Used Last Year,Used 1-2 Years,Used 5-10 Years,CL3
858,27.0,F,Some College,0.96,-0.32,-1.05,0.48,Used 5-10 Years,Used 2-5 Years,Used 5-10 Years,CL0
859,19.0,F,Professional Cert.,-0.57,0.13,0.52,1.29,Used Last Year,Used Last Year,Never Used,CL3
860,31.0,F,,0.25,-0.32,1.37,-0.81,Used 1-2 Years,Used Last Month,Used 2-5 Years,CL6
861,20.0,F,Some College,-0.57,-0.32,-1.05,2.32,Used Last Year,Used Last Year,Never Used,CL4
862,24.0,M,Some College,-0.29,-0.5,1.02,-1.23,Used 2-5 Years,Used Last Month,Never Used,CL6
863,29.0,F,Some College,-0.29,-0.32,0.63,0.81,Used Last Month,Never Used,Never Used,CL0
864,21.0,F,University Degree,0.96,-0.32,0.04,-0.15,Used Last Month,Used 5-10 Years,Used 5-10 Years,CL2
865,19.0,F,Some College,0.25,-0.32,-1.87,1.29,Never Used,Never Used,Never Used,CL0
866,24.0,F,Some College,0.21,-0.32,1.6,-0.58,Used Last Month,Used >10 Years,Used 1-2 Years,CL4
867,22.0,M,Some College,-0.57,-0.32,-0.15,1.11,Used Last Year,Never Used,Never Used,CL0
868,19.0,F,Some College,0.25,-0.32,0.42,-1.09,Used Last Year,Used Last Year,Never Used,CL5
869,20.0,M,Some College,-0.57,-0.32,-0.05,1.29,Used Last Month,Used 2-5 Years,Never Used,CL0
870,22.0,M,Some College,-0.57,-0.32,-1.33,0.32,Used Last Year,Used 2-5 Years,Never Used,CL0
871,46.0,F,Professional Cert.,0.96,-0.32,1.6,-0.7,Used 2-5 Years,Used >10 Years,Used 5-10 Years,CL2
872,30.0,F,University Degree,-0.57,-0.32,0.91,-0.81,Used Last Month,Used 5-10 Years,Used 5-10 Years,CL2
873,24.0,F,Master’s Degree,-0.57,-0.32,0.22,1.58,Used Last Year,Used 1-2 Years,Never Used,CL5
874,34.0,M,Master’s Degree,-0.57,-0.32,-0.68,-0.44,Used Last Year,Never Used,Never Used,CL2
875,21.0,M,Some College,0.96,-0.32,1.49,-1.76,Used 1-2 Years,Never Used,Never Used,CL2
876,27.0,M,Master’s Degree,-0.57,-0.32,0.22,-1.09,Used Last Year,Used Last Month,Used 5-10 Years,CL5
877,22.0,M,Some College,-0.57,-0.32,0.74,0.32,Used Last Year,Used Last Month,Never Used,CL4
878,40.0,F,Professional Cert.,-0.57,-0.32,1.23,-2.11,Used 2-5 Years,Used Last Year,Used >10 Years,CL2
879,28.0,F,Some College,-0.1,-0.32,-0.92,0.48,Used Last Year,Used 2-5 Years,Never Used,CL0
880,20.0,M,University Degree,-0.57,-0.32,-0.58,1.45,Used Last Year,Used 2-5 Years,Never Used,CL0
881,30.0,F,Master’s Degree,-0.57,-0.32,1.23,0.0,Used Last Month,Used Last Month,Used 5-10 Years,CL6
882,18.0,M,,-0.57,-0.32,0.63,-0.15,Used Last Year,Used 1-2 Years,Never Used,CL4
883,43.0,F,Some College,-0.57,-0.32,1.6,-1.09,Used 1-2 Years,Used Last Month,Used >10 Years,CL2
884,27.0,M,Some College,-0.57,-0.32,-1.19,1.45,Used 5-10 Years,Used 5-10 Years,Never Used,CL2
885,23.0,F,Some College,-0.57,-0.32,0.04,1.29,Used Last Month,Used 2-5 Years,Never Used,CL4
886,21.0,F,Some College,-0.57,0.11,1.49,0.0,Used Last Year,Used Last Month,Used 1-2 Years,CL6
887,34.0,F,Some College,-0.29,-0.32,1.02,-2.73,Used 1-2 Years,Used 5-10 Years,Never Used,CL5
888,19.0,F,University Degree,0.96,-0.32,0.42,-0.44,Used 1-2 Years,Never Used,Used 2-5 Years,CL0
889,23.0,F,University Degree,0.96,-0.32,-0.47,2.57,Used Last Month,Used 2-5 Years,Used 5-10 Years,CL4
890,18.0,M,Some College,-0.57,-0.32,-1.05,1.45,Used Last Year,Never Used,Never Used,CL0
891,24.0,M,Some College,-0.57,-0.32,0.42,0.81,Used Last Year,Never Used,Never Used,CL0
892,21.0,F,Some College,-0.57,0.11,0.14,0.96,Used 1-2 Years,Used 2-5 Years,Used 2-5 Years,CL3
893,34.0,F,Some College,0.21,-0.32,-1.55,2.13,Used Last Year,Used Last Month,Used 5-10 Years,CL6
894,32.0,F,Some College,-0.29,-0.32,0.14,-0.44,Used 2-5 Years,Used 2-5 Years,Never Used,CL0
895,34.0,F,Some College,-0.57,-0.32,1.02,-1.51,Used 1-2 Years,Used 1-2 Years,Used 5-10 Years,CL4
896,25.0,M,,0.96,-0.32,3.27,-2.11,Used Last Month,Used 2-5 Years,Used 5-10 Years,CL2
897,19.0,F,Some College,-0.29,-0.32,-1.44,-1.76,Used Last Year,Used 2-5 Years,Never Used,CL3
898,19.0,M,Professional Cert.,0.96,-0.32,-1.87,-0.3,Used 1-2 Years,Used 5-10 Years,Used 2-5 Years,CL0
899,27.0,F,Master’s Degree,-0.57,-0.32,-0.79,1.11,Used Last Year,Used 1-2 Years,Used 2-5 Years,CL6
900,31.0,F,University Degree,-0.57,-0.32,1.84,-0.3,Used Last Month,Never Used,Never Used,CL0
901,18.0,M,Some College,-0.57,-0.32,1.84,-0.95,Used Last Month,Never Used,Never Used,CL0
902,23.0,F,University Degree,0.25,-0.32,-2.52,1.74,Used Last Year,Used Last Month,Used 1-2 Years,CL6
903,24.0,F,Some College,0.96,-1.11,0.04,-0.95,Used Last Year,Never Used,Never Used,CL2
904,30.0,M,Master’s Degree,-0.57,-0.32,0.22,-0.7,Used Last Month,Used 5-10 Years,Never Used,CL2
905,21.0,F,,-0.57,-0.32,-0.05,0.96,Used 1-2 Years,Used Last Month,Used 1-2 Years,CL4
906,38.0,M,University Degree,-0.57,-0.32,1.02,-0.3,Used Last Month,Never Used,Never Used,CL0
907,18.0,F,Some College,-0.57,-0.32,1.37,-0.15,Used 5-10 Years,Used 2-5 Years,Never Used,CL6
908,25.0,F,Professional Cert.,-0.29,-0.32,0.42,0.32,Used Last Year,Used 5-10 Years,Used 5-10 Years,CL0
909,39.0,F,University Degree,-0.1,-0.32,-1.33,0.32,Used 1-2 Years,Used Last Year,Used 5-10 Years,CL0
910,23.0,F,Some College,-0.57,0.11,-0.25,0.0,Used Last Year,Used 1-2 Years,Never Used,CL4
911,22.0,F,University Degree,-0.57,-0.32,0.14,0.64,Used Last Year,Used Last Year,Used 2-5 Years,CL6
912,29.0,M,Some College,-0.57,-0.32,1.37,0.48,Used Last Month,Never Used,Never Used,CL6
913,22.0,M,Some College,-0.57,-0.32,2.13,-2.73,Used 1-2 Years,Used 1-2 Years,Never Used,CL4
914,22.0,F,Some College,-0.57,-0.32,0.74,-1.38,Used 1-2 Years,Never Used,Never Used,CL2
915,39.0,F,University Degree,-0.57,-0.32,0.31,-1.51,Used 2-5 Years,Never Used,Never Used,CL6
916,24.0,M,Some College,-0.57,-0.32,-1.19,2.32,Used Last Year,Never Used,Never Used,CL0
917,30.0,M,,-0.57,-0.32,2.29,-2.54,Used Last Year,Used 1-2 Years,Never Used,CL5
918,20.0,F,,-0.57,-0.22,0.22,0.0,Used Last Month,Used Last Month,Never Used,CL4
919,28.0,F,,-0.57,-0.32,0.42,-0.15,Used 1-2 Years,Used 2-5 Years,Never Used,CL3
920,19.0,M,Some College,-0.57,-0.32,1.72,-1.63,Used 2-5 Years,Never Used,Never Used,CL0
921,22.0,F,,0.25,-0.32,0.22,1.45,Used Last Month,Used 1-2 Years,Used 5-10 Years,CL3
922,40.0,F,Master’s Degree,0.96,-0.32,-0.25,-0.3,Used Last Year,Never Used,Never Used,CL5
923,24.0,F,Some College,-0.29,-0.32,-1.19,0.48,Used Last Month,Used 1-2 Years,Never Used,CL2
924,22.0,F,,-0.1,-0.32,0.14,-0.3,Used 2-5 Years,Used 1-2 Years,Never Used,CL2
925,20.0,F,Some College,-0.57,-0.32,-1.19,-1.38,Used 2-5 Years,Never Used,Never Used,CL0
926,29.0,F,,-0.57,-0.32,1.23,-1.23,Used 2-5 Years,Never Used,Never Used,CL3
927,20.0,F,,-0.57,-0.32,1.02,-1.51,Used 2-5 Years,Used 2-5 Years,Never Used,CL3
928,23.0,F,Professional Cert.,-0.57,-0.32,-0.79,1.29,Used Last Year,Used 5-10 Years,Never Used,CL0
929,28.0,F,Some College,-0.57,-0.32,0.22,-1.23,Used Last Year,Never Used,Never Used,CL3
930,27.0,F,Some College,-0.57,-0.32,-0.58,1.45,Used 1-2 Years,Used >10 Years,Never Used,CL3
931,22.0,M,Some College,0.96,0.11,-0.25,0.96,Used 1-2 Years,Used Last Year,Used 1-2 Years,CL3
932,39.0,F,,0.96,-0.32,-0.68,-0.7,Used 2-5 Years,Used 5-10 Years,Used 2-5 Years,CL0
933,27.0,M,University Degree,-0.1,-0.32,0.74,-0.7,Used 1-2 Years,Used 5-10 Years,Never Used,CL1
934,23.0,M,,-0.57,-0.32,1.13,-1.92,Used 2-5 Years,Used 5-10 Years,Never Used,CL6
935,22.0,M,University Degree,0.96,-0.32,-0.25,0.0,Used Last Year,Never Used,Never Used,CL0
936,19.0,M,Some College,-0.57,-0.32,-1.33,1.11,Used Last Year,Used 2-5 Years,Used 2-5 Years,CL4
937,23.0,M,Some College,-0.57,-0.32,2.29,-0.7,Used 1-2 Years,Never Used,Never Used,CL0
938,20.0,F,Professional Cert.,0.96,-0.32,0.42,1.29,Used 2-5 Years,Used Last Year,Used 5-10 Years,CL5
939,18.0,F,Some College,-0.29,-0.32,-0.05,0.32,Used Last Month,Never Used,Never Used,CL0
940,18.0,M,University Degree,0.96,-0.32,0.31,0.32,Used Last Year,Never Used,Used 5-10 Years,CL0
941,21.0,F,Some College,-0.29,-0.32,0.42,-0.44,Used Last Month,Never Used,Never Used,CL0
942,27.0,M,,-0.29,-0.32,0.91,1.29,Used Last Year,Used 2-5 Years,Used 1-2 Years,CL0
943,29.0,F,Professional Cert.,-0.57,-0.32,-0.47,2.32,Used 1-2 Years,Used 5-10 Years,Never Used,CL3
944,20.0,M,Some College,-0.57,0.13,1.6,-0.81,Used 2-5 Years,Used 2-5 Years,Never Used,CL6
945,27.0,M,Master’s Degree,-0.57,-0.32,1.02,-0.3,Used 2-5 Years,Used 5-10 Years,Never Used,CL6
946,18.0,M,Some College,-0.57,-0.32,-0.35,-1.09,Used 1-2 Years,Never Used,Never Used,CL0
947,24.0,F,,-0.57,-0.32,-0.68,-0.3,Used 1-2 Years,Used Last Month,Never Used,CL3
948,32.0,F,Professional Cert.,0.96,-0.32,2.13,-1.38,Used Last Month,Used 5-10 Years,Used 2-5 Years,CL6
949,32.0,M,,0.25,-0.32,0.42,0.0,Used 5-10 Years,Used 5-10 Years,Never Used,CL5
950,42.0,F,Professional Cert.,-0.57,-0.32,1.6,-1.76,Used Last Year,Used >10 Years,Never Used,CL1
951,22.0,M,University Degree,-0.57,-0.32,0.63,0.0,Used Last Month,Used 5-10 Years,Never Used,CL3
952,20.0,M,Some College,-0.57,-0.32,-1.19,0.32,Used 2-5 Years,Used 2-5 Years,Never Used,CL0
953,19.0,F,Some College,-0.57,-0.32,0.42,0.17,Used Last Year,Used Last Year,Never Used,CL3
954,33.0,M,University Degree,0.96,-0.32,1.02,-0.95,Used Last Year,Never Used,Never Used,CL0
955,22.0,F,Some College,-0.29,-0.32,1.37,-0.81,Never Used,Never Used,Never Used,CL0
956,21.0,F,Professional Cert.,-0.57,-0.32,1.84,-0.58,Used 1-2 Years,Used Last Year,Used 5-10 Years,CL4
957,50.0,F,University Degree,-0.57,-0.32,-1.19,-0.58,Used Last Year,Used Last Month,Used >10 Years,CL2
958,36.0,F,Professional Cert.,0.96,-0.32,-1.44,-0.3,Used Last Month,Never Used,Used Last Year,CL0
959,20.0,F,Some College,-0.29,-0.32,-0.25,1.58,Used Last Year,Never Used,Never Used,CL0
960,23.0,M,University Degree,-0.29,-0.32,0.04,0.17,Used Last Year,Never Used,Never Used,CL1
961,46.0,M,Some College,-0.57,-0.32,-0.05,-0.7,Used Last Year,Used Last Month,Never Used,CL1
962,24.0,F,Professional Cert.,-0.1,-0.32,0.31,0.96,Used Last Year,Used 2-5 Years,Used Last Year,CL0
963,31.0,F,Some College,-0.57,-0.32,-0.35,0.32,Used Last Year,Used 2-5 Years,Never Used,CL5
964,39.0,F,Some College,0.96,-0.32,0.63,-1.92,Used Last Year,Used 2-5 Years,Used 5-10 Years,CL5
965,18.0,F,Some College,-0.57,-0.32,-0.92,1.29,Used Last Year,Used 2-5 Years,Never Used,CL0
966,26.0,M,Master’s Degree,-0.57,-0.32,-1.19,0.0,Used Last Year,Used >10 Years,Never Used,CL3
967,18.0,F,Master’s Degree,0.96,-0.32,-0.92,1.11,Used Last Year,Used 5-10 Years,Used 2-5 Years,CL4
968,21.0,M,Some College,-0.57,-0.32,-0.58,0.32,Used 1-2 Years,Used 2-5 Years,Used >10 Years,CL0
969,20.0,M,Some College,-0.57,-0.32,-0.25,0.17,Used Last Year,Never Used,Never Used,CL2
970,18.0,F,Some College,-0.57,-1.11,-1.55,1.29,Used Last Month,Never Used,Never Used,CL0
971,62.0,F,Doctorate Degree,-0.29,-0.32,-1.87,1.29,Used Last Month,Used >10 Years,Used >10 Years,CL1
972,42.0,M,University Degree,0.25,-0.32,0.22,0.0,Used Last Year,Used >10 Years,Never Used,CL0
973,31.0,F,Some College,0.25,-0.32,0.42,-1.63,Used Last Month,Used 1-2 Years,Never Used,CL0
974,20.0,F,Some College,-0.57,-0.32,1.49,-1.23,Used Last Month,Never Used,Never Used,CL2
975,22.0,F,Some College,-0.57,-0.32,-1.87,2.13,Used Last Month,Used 5-10 Years,Never Used,CL0
976,23.0,F,Some College,-0.57,-0.32,1.23,0.0,Used Last Year,Never Used,Never Used,CL0
978,21.0,F,Some College,-0.57,-0.32,-0.58,1.11,Never Used,Used 5-10 Years,Never Used,CL3
979,40.0,M,Master’s Degree,0.96,-0.32,-0.58,1.45,Used Last Year,Used 1-2 Years,Used 5-10 Years,CL2
980,47.0,M,Some College,-0.57,-0.32,1.23,-1.09,Used Last Month,Used >10 Years,Used >10 Years,CL4
981,28.0,M,Doctorate Degree,-0.57,-0.5,0.63,0.17,Used 1-2 Years,Used >10 Years,Used 5-10 Years,CL2
982,18.0,F,Some College,-0.29,-0.32,0.42,-0.15,Used 1-2 Years,Never Used,Never Used,CL4
983,20.0,F,Some College,0.96,-0.32,1.02,1.11,Used Last Month,Used Last Month,Used 2-5 Years,CL4
984,28.0,M,University Degree,-0.57,-0.32,0.63,-0.15,Used Last Year,Used >10 Years,Never Used,CL6
985,22.0,F,Some College,-0.57,-0.32,-0.15,-0.15,Used Last Month,Used 2-5 Years,Never Used,CL3
986,22.0,F,Some College,-0.29,-0.32,-0.15,0.32,Used Last Year,Used 2-5 Years,Used 2-5 Years,CL0
987,18.0,F,Professional Cert.,-0.57,-0.32,0.74,-0.81,Used Last Year,Used Last Month,Never Used,CL6
988,32.0,F,Some College,-0.57,-0.32,1.72,0.64,Used 1-2 Years,Never Used,Never Used,CL4
989,22.0,F,Some College,-0.57,-0.32,1.02,-1.51,Used 1-2 Years,Used 2-5 Years,Never Used,CL6
990,31.0,F,University Degree,-0.57,-0.32,-0.79,0.0,Used Last Year,Used Last Month,Never Used,CL4
991,19.0,F,Some College,-0.57,-0.32,1.72,-0.58,Used Last Month,Used 1-2 Years,Used 5-10 Years,CL6
992,19.0,F,Some College,-0.1,-,0.31,1.74,Used Last Year,Used 1-2 Years,Used Last Year,CL3
993,63.0,F,Professional Cert.,-0.29,-,-0.79,0.32,Used 2-5 Years,Used >10 Years,Never Used,CL2
994,25.0,F,University Degree,0.96,-0.32,-1.19,0.81,Used Last Year,Used 5-10 Years,Used 5-10 Years,CL2
995,19.0,F,Some College,-0.57,-0.32,0.52,0.81,Used Last Year,Used Last Year,Never Used,CL3
996,21.0,F,Master’s Degree,-0.29,-0.32,-0.79,-0.3,Used Last Year,Never Used,Never Used,CL4
997,22.0,F,Master’s Degree,0.96,-0.32,-0.79,0.96,Used Last Year,Used 5-10 Years,Used 5-10 Years,CL4
998,25.0,F,Master’s Degree,0.96,-0.32,1.13,-0.3,Used Last Month,Never Used,Used 5-10 Years,CL5
999,32.0,M,Doctorate Degree,-0.57,-0.32,-1.05,0.81,Used 2-5 Years,Used Last Month,Never Used,CL0
1000,21.0,F,Some College,-0.57,-0.32,-0.68,0.48,Used 1-2 Years,Used 2-5 Years,Used 2-5 Years,CL2
1001,22.0,F,,-0.47,-0.32,1.23,-1.09,Used Last Year,Never Used,Used 2-5 Years,CL0
1002,20.0,F,Some College,-0.57,-0.32,-0.05,0.96,Used Last Year,Used Last Month,Used >10 Years,CL5
