ID,Age,Gender,Education,Country,Ethics,Column7,Column8,Column14,Column15,Column16,Column17
251,-2,F,Uni,0.96,-0.32,-0.47,0.17,CL5,CL0,CL0,CL0
252,44,M,Uni,0.96,-0.32,0.63,-0.95,CL4,CL0,CL0,CL0
253,19,M,Msc,0.96,-0.32,-1.44,0.96,CL5,CL0,CL0,CL0
254,45,M,PhD,0.96,-0.32,-0.79,0.17,CL6,CL0,CL0,CL0
255,34,F,PD,0.96,-0.32,1.37,-0.7,CL4,CL0,CL0,CL0
256,35,M,Msc,0.96,-0.32,-1.19,1.74,CL5,CL1,CL0,CL0
257,18,M,CD,0.96,-0.32,-0.47,0.64,CL4,CL2,CL0,CL0
258,39,F,PhD,0.96,-0.32,0.04,0.0,CL4,CL1,CL1,CL1
259,148,F,PhD,0.96,-0.32,0.52,-0.15,CL5,CL0,CL0,CL5
260,257,F,PD,0.96,-0.32,-1.05,-0.3,CL6,CL0,CL0,CL0
261,50,M,PD,0.96,-0.32,-0.47,0.96,CL5,CL0,CL0,CL0
262,64,F,Uni,0.96,-0.32,-0.68,-0.44,CL2,CL0,CL1,CL2
263,45,F,Msc,0.96,-0.5,-0.92,0.81,CL3,CL0,CL0,CL0
264,58,M,B21,0.96,-0.32,-1.05,0.0,CL5,CL0,CL0,CL0
265,21,M,Uni,0.96,-0.32,-0.47,0.17,CL5,CL0,CL0,CL0
266,44,M,Uni,0.96,-1.11,-0.25,0.0,CL2,CL0,CL0,CL0
267,58,F,Uni,0.96,-0.32,-1.19,-0.15,CL6,CL1,CL0,CL0
268,39,F,PD,0.96,-1.11,-0.92,1.45,CL6,CL0,CL0,CL0
269,49,M,Msc,0.96,-0.32,-1.05,1.74,CL6,CL0,CL0,CL0
270,42,M,Msc,0.96,-1.11,-0.92,0.17,CL4,CL0,CL0,CL2
271,51,M,Msc,0.96,-0.32,-2.34,2.13,CL6,CL0,CL0,CL0
272,47,M,Msc,0.96,-0.32,0.74,-0.7,CL6,CL1,CL1,CL0
273,13,F,PhD,0.96,-0.32,-1.05,0.0,CL6,CL0,CL0,CL0
274,30,M,Uni,0.96,-0.32,12,0.17,CL6,CL3,CL3,CL4
275,36,F,Msc,0.96,-0.32,12,0.96,CL6,CL1,CL6,CL5
276,40,M,Msc,0.96,-0.32,0.42,-0.44,CL4,CL0,CL0,CL0
277,57,F,PhD,0.96,-0.32,-0.92,0.48,CL6,CL0,CL0,CL0
278,25,F,CD,0.96,-0.32,-1.05,1.45,CL5,CL2,CL2,CL2
279,49,M,Uni,0.96,-0.32,-0.25,-0.44,CL5,CL0,CL0,CL0
280,51,F,Msc,0.96,-0.32,-1.33,0.81,CL5,CL1,CL0,CL2
281,57,F,Msc,0.96,-0.32,-0.05,0.17,CL6,CL0,CL0,CL0
282,47,M,CD,0.96,-0.32,0.04,-0.3,CL5,CL0,CL0,CL1
283,51,M,Msc,0.96,-0.32,-0.05,0.0,CL5,CL0,CL0,CL0
284,49,F,Uni,0.96,-0.32,-0.92,1.58,CL6,CL0,CL0,CL0
285,40,F,PD,-0.29,-0.32,-1.19,-0.81,CL3,CL2,CL2,CL3
286,39,F,Uni,0.96,-0.32,-0.92,1.29,CL5,CL0,CL0,CL0
287,-56,M,Uni,0.96,-0.32,0.22,-1.38,CL5,CL0,CL0,CL0
288,47,F,Msc,0.96,-0.32,0.31,0.32,CL3,CL0,CL0,CL2
289,33,F,CD,0.96,-0.32,0.63,0.32,CL6,CL0,CL0,CL0
290,34,M,Msc,0.96,-0.32,-2.05,0.64,CL4,CL0,CL1,CL0
291,41,M,PD,0.96,-1.11,-0.92,0.96,CL0,CL0,CL0,CL0
292,36,M,CD,0.96,-0.32,0.63,-1.09,CL5,CL1,CL0,CL0
293,49,M,PD,0.96,-0.32,-0.05,-0.15,CL3,CL0,CL0,CL0
295,32,M,PD,0.96,-0.32,1.13,0.0,CL3,CL1,CL1,CL0
296,18,M,L22,0.96,-0.32,-0.35,0.48,CL5,CL0,CL0,CL0
297,35,F,PD,0.96,-0.32,1.37,-0.44,CL5,CL0,CL1,CL4
298,138,M,L21,0.96,-0.32,0.83,-0.81,CL0,CL0,CL0,CL0
300,36,M,Uni,0.96,-0.32,0.14,-0.3,CL5,CL0,CL0,CL0
301,42,M,PD,-0.57,-0.32,0.83,-0.95,CL5,CL0,CL0,CL0
302,25,M,CD,-0.57,-0.32,-0.25,-0.44,CL3,CL0,CL0,CL0
303,38,M,PhD,0.96,-0.32,0.52,-0.44,CL6,CL0,CL0,CL0
304,58,M,PD,0.96,-0.32,-0.15,0.64,CL6,CL0,CL0,CL1
305,53,M,Uni,0.96,-0.32,-0.35,0.0,CL6,CL0,CL0,CL0
306,53,M,Uni,0.96,-0.32,-1.05,-2.32,CL4,CL1,CL2,CL0
307,43,F,Msc,0.96,-0.32,0.22,-1.23,CL5,CL0,CL1,CL0
308,49,F,Msc,0.96,-0.32,-0.47,-0.58,CL5,CL0,CL0,CL0
309,35,M,L23,0.96,-0.32,-1.69,0.81,CL5,CL0,CL0,CL0
310,41,F,Msc,0.96,-0.32,-0.79,0.17,CL6,CL0,CL0,CL0
311,51,M,Uni,0.96,-0.32,-1.33,-0.15,CL3,CL0,CL0,CL0
312,18,M,L21,0.96,-0.32,1.13,-0.58,CL3,CL0,CL0,CL0
313,48,M,Msc,0.96,-0.32,-0.35,0.0,CL6,CL0,CL0,CL1
314,31,M,Msc,0.96,-0.32,0.04,1.74,CL5,CL1,CL1,CL0
315,18,M,L23,0.21,-0.32,-0.58,0.17,CL5,CL0,CL0,CL0
316,48,M,PhD,0.96,-0.32,-0.79,0.81,CL5,CL0,CL0,CL0
317,55,M,Uni,0.96,-0.32,-0.47,0.81,CL5,CL1,CL0,CL0
318,43,F,Uni,0.96,-1.11,79,1.94,CL5,CL0,CL0,CL0
319,27,M,PD,0.96,-0.32,79,0.0,CL2,CL0,CL0,CL0
320,47,M,L21,0.96,Nan,0.31,-0.3,CL4,CL0,CL0,CL0
321,48,M,Uni,0.96,-0.32,0.74,-0.3,CL5,CL0,CL0,CL0
322,40,M,CD,0.96,-0.32,0.52,-0.3,CL5,CL0,CL0,CL0
323,18,M,Uni,0.96,-0.32,-0.79,0.48,CL5,CL0,CL2,CL0
324,46,F,L22,0.96,-0.32,0.91,-1.09,CL6,CL1,CL1,CL0
325,26,M,PhD,0.96,-0.32,0.22,0.0,CL5,CL0,CL0,CL0
326,37,M,PD,0.96,-0.32,-0.79,1.29,CL5,CL0,CL0,CL0
327,41,F,L23,0.96,-0.32,-0.58,-1.63,CL6,CL3,CL2,CL0
328,40,F,Msc,0.96,-0.32,-1.87,1.58,CL6,CL0,CL0,CL0
329,31,M,PD,0.96,-0.32,0.22,-0.3,CL5,CL0,CL0,CL2
330,46,F,PD,0.96,-0.32,-0.35,0.48,CL4,CL0,CL0,CL1
331,54,M,PD,0.96,-0.32,-,0.48,CL1,CL0,CL0,CL0
332,42,F,B21,0.96,-0.32,-,-0.44,CL6,CL2,CL2,CL2
333,62,M,L23,0.25,-0.32,-0.47,-0.44,CL0,CL0,CL0,CL0
334,22,M,CD,0.96,-0.32,2.82,-1.92,CL6,CL0,CL3,CL0
335,289,F,CD,0.25,-0.32,-1.33,-0.44,CL4,CL0,CL0,CL5
336,232,M,L21,0.25,-0.32,-0.15,-0.15,CL4,CL0,CL0,CL0
337,33,M,Msc,0.96,-0.32,0.42,-0.58,CL6,CL0,CL0,CL0
338,53,M,Msc,0.96,-1.11,0.63,0.17,CL5,CL0,CL0,CL0
339,53,M,PD,0.25,-0.32,-0.58,0.32,CL5,CL1,CL1,CL2
340,35,F,PhD,0.96,-0.32,-1.87,1.29,CL6,CL0,CL0,CL0
341,47,M,PD,0.96,-0.32,-0.15,-0.3,CL5,CL0,CL0,CL0
342,37,M,Msc,0.96,-0.32,-0.47,1.11,CL5,CL0,CL0,CL0
343,63,M,PD,0.96,-0.32,-1.69,0.96,CL5,CL0,CL0,CL0
344,61,M,PD,0.96,-0.32,0.63,0.0,CL1,CL0,CL0,CL1
345,21,M,B21,0.96,-0.32,0.22,-0.15,CL5,CL2,CL3,CL6
346,40,M,Msc,0.96,-0.32,-1.87,0.17,CL1,CL1,CL1,CL1
347,36,M,Uni,0.96,-0.32,0.04,0.48,CL2,CL2,CL2,CL2
348,48,M,Uni,0.96,-0.32,-0.15,1.74,CL6,CL1,CL0,CL0
349,47,F,Msc,0.96,-0.32,-0.92,0.81,CL2,CL2,CL1,CL2
350,50,F,PD,0.96,-1.11,-0.58,0.32,CL6,CL0,CL0,CL4
351,54,F,Uni,0.96,-0.32,0.52,-0.7,CL5,CL1,CL1,CL1
352,37,M,CD,0.96,-0.32,1.02,-0.58,CL4,CL2,CL1,CL4
353,43,F,PD,0.96,-0.32,0.42,0.17,CL5,CL2,CL1,CL4
354,50,F,Uni,0.96,-0.32,-0.15,-0.7,CL1,CL1,CL1,CL1
355,25,F,L21,0.96,-0.32,-0.47,0.0,CL2,CL2,CL2,CL0
356,42,F,PD,0.96,-0.32,0.22,-0.15,CL2,CL1,CL1,CL2
357,27,F,B21,0.96,-0.32,0.63,0.0,CL6,CL1,CL2,CL3
358,48,F,Uni,0.96,-0.32,-1.19,-0.15,CL6,CL0,CL0,CL1
359,44,F,L21,0.96,-0.32,2.46,-1.23,CL3,CL3,CL1,CL1
360,35,F,CD,0.96,-0.32,0.42,-0.81,CL2,CL2,CL2,CL2
361,25,M,CD,0.96,-0.32,-0.58,1.58,CL5,CL2,CL2,CL2
362,49,M,Uni,0.96,-0.32,0.52,0.81,CL2,CL1,CL1,CL1
363,38,M,PD,0.96,-0.32,0.63,0.64,CL5,CL5,CL2,CL4
364,47,F,Uni,0.96,-0.32,0.42,0.32,CL2,CL1,CL1,CL2
365,48,M,PD,0.96,-0.32,1.23,-0.15,CL5,CL0,CL0,CL1
366,37,M,PhD,0.96,-0.32,0.42,-0.15,CL5,CL0,CL0,CL0
367,48,F,PD,0.96,-0.5,-0.15,0.0,CL5,CL0,CL0,CL1
368,42,M,Uni,0.96,-0.5,-1.05,0.48,CL0,CL0,CL0,CL0
369,51,M,Uni,0.96,-0.32,-1.19,0.48,CL5,CL0,CL0,CL5
370,26,F,PD,0.96,-0.32,-0.05,-0.95,CL6,CL1,CL0,CL0
371,28,M,Uni,0.96,-0.32,1.23,0.32,CL3,CL2,CL2,CL5
372,21,F,L23,0.25,-0.32,22,0.32,CL5,CL2,CL0,CL0
373,44,M,Uni,0.96,-0.32,22,2.32,CL5,CL0,CL0,CL3
374,21,M,CD,0.96,-0.32,22,0.96,CL8,CL2,CL2,CL0
375,46,F,Uni,0.96,-0.32,-0.35,-1.76,CL8,CL1,CL1,CL0
376,59,M,Msc,0.96,-0.32,-0.25,1.29,CL6,CL0,CL0,CL0
377,212,F,PD,0.96,-0.32,0.14,0.17,CL6,CL0,CL0,CL1
378,46,M,Msc,0.96,-0.32,-0.92,0.0,CL5,CL0,CL0,CL0
379,33,M,Uni,0.96,-0.32,-0.47,-0.58,CL5,CL0,CL0,CL0
380,33,F,Msc,-0.29,-0.32,0.83,-0.95,CL0,CL0,CL0,CL0
381,53,M,PD,0.96,-0.32,0.83,-0.44,CL6,CL0,CL0,CL0
382,41,F,Uni,0.96,-0.32,-0.47,1.11,CL2,CL2,CL2,CL2
383,37,F,L21,-0.29,-0.32,-0.35,-0.58,CL4,CL1,CL1,CL0
384,39,M,Msc,-0.29,-0.32,-0.79,0.17,CL5,CL0,CL0,CL0
385,47,M,Uni,0.96,-0.32,0.14,-0.3,CL5,CL0,CL0,CL0
386,51,M,Uni,0.96,-1.11,-0.25,0.17,CL1,CL0,CL0,CL0
387,34,F,PD,0.96,-0.32,-0.58,-0.44,CL5,CL0,CL2,CL0
388,54,F,L23,0.96,-0.32,-2.05,0.48,CL4,CL0,CL0,CL0
389,29,F,Uni,0.96,-1.11,-1.33,0.32,CL0,CL0,CL0,CL0
390,41,F,PD,0.96,-0.32,0.14,-0.3,CL3,CL0,CL0,CL0
391,30,F,PhD,0.96,-0.32,-0.58,0.32,CL5,CL0,CL0,CL0
392,39,M,CD,0.96,-0.32,-0.68,-0.44,CL2,CL0,CL1,CL3
393,26,M,Uni,0.96,-0.32,0.63,0.0,CL5,CL0,CL0,CL0
394,40,M,L22,0.96,-0.32,-0.47,0.32,CL5,CL0,CL0,CL0
395,27,M,PD,0.96,-0.32,-0.79,-0.15,CL6,CL0,CL0,CL0
396,33,F,PD,0.96,-0.32,-1.44,0.64,CL6,CL2,CL1,CL0
397,36,F,Uni,0.96,-0.32,0.22,1.29,CL6,CL1,CL1,CL1
398,36,M,Uni,0.96,-0.32,-1.87,0.64,CL6,CL0,CL0,CL0
399,48,F,PD,0.96,-0.32,0.14,0.48,CL6,CL0,CL0,CL0
400,32,M,Msc,0.96,-0.32,-0.79,0.32,CL6,CL0,CL0,CL0
401,49,F,Msc,0.96,-0.32,-0.92,1.29,CL1,CL1,CL1,CL0
402,25,M,L23,0.96,-0.32,-0.15,-0.15,CL4,CL0,CL0,CL0
403,50,F,L21,0.96,-0.32,0.14,-1.09,CL5,CL2,CL2,CL0
404,18,F,CD,0.96,-0.32,-0.92,-0.7,CL5,CL0,CL0,CL0
405,23,F,Uni,0.96,-0.32,-1.44,0.64,CL5,CL0,CL0,CL2
406,47,F,L22,0.96,-0.32,0.91,-0.15,CL3,CL1,CL1,CL1
407,20,M,B21,0.96,-0.32,0.14,1.58,CL5,CL3,CL2,CL3
408,49,M,Uni,0.96,-0.32,1.84,-0.95,CL3,CL1,CL0,CL0
409,41,F,L22,0.96,0.11,1.37,-0.15,CL6,CL1,CL1,CL2
410,25,F,Uni,0.96,-0.32,-0.68,0.17,CL3,CL1,CL1,CL1
411,38,M,PD,-0.57,-0.32,-1.55,0.81,CL1,CL1,CL0,CL2
412,54,F,L23,0.96,-0.32,1.02,-1.38,CL5,CL0,CL0,CL3
413,44,M,CD,-0.29,-0.32,-0.47,-1.51,CL3,CL1,CL1,CL1
414,28,M,Uni,0.96,-0.32,0.14,1.11,CL6,CL0,CL0,CL0
415,42,F,CD,0.96,-0.32,0.04,-0.15,CL5,CL0,CL0,CL2
416,42,M,CD,0.96,-0.32,-1.87,0.32,CL6,CL0,CL0,CL0
417,18,F,L23,0.96,-0.32,-0.58,-1.09,CL6,CL0,CL0,CL0
418,24,F,CD,0.96,-0.32,-0.05,-0.7,CL5,CL1,CL1,CL3
419,32,F,CD,0.96,-0.32,-0.79,0.96,CL5,CL0,CL0,CL0
420,34,M,PhD,0.96,-0.32,0.31,0.0,CL6,CL0,CL0,CL0
421,33,F,Uni,0.96,-0.32,0.63,0.17,CL6,CL1,CL0,CL0
422,24,F,L23,0.96,-0.32,0.31,0.81,CL4,CL0,CL0,CL0
423,31,F,CD,0.96,-0.32,0.31,-1.76,CL5,CL0,CL0,CL0
424,39,F,PD,0.96,-0.32,-0.79,-0.15,CL4,CL1,CL0,CL3
425,44,M,Uni,0.96,0.13,-1.05,0.81,CL6,CL0,CL0,CL0
426,54,M,PhD,-0.57,-0.32,0.52,0.0,CL3,CL0,CL0,CL1
427,35,F,Uni,0.96,-0.32,-0.35,-0.3,CL6,CL1,CL1,CL0
428,52,F,L21,0.96,-0.32,0.22,0.0,CL5,CL1,CL1,CL3
429,39,F,Uni,-0.29,-0.32,0.63,-0.81,CL6,CL0,CL0,CL1
430,28,M,L23,0.96,-0.32,-0.92,-0.15,CL5,CL2,CL1,CL3
431,30,F,B21,0.96,-0.32,0.22,-0.95,CL5,CL0,CL0,CL0
432,27,M,L23,0.96,-0.32,0.04,0.32,CL5,CL1,CL1,CL0
433,26,F,Uni,0.96,-0.32,-0.25,-0.3,CL5,CL0,CL0,CL0
434,53,M,L21,0.96,-0.32,0.22,1.94,CL6,CL0,CL0,CL0
435,19,M,Uni,0.96,-0.32,-0.15,0.96,CL5,CL0,CL0,CL0
436,32,M,Uni,0.96,-0.32,0.04,0.48,CL4,CL0,CL0,CL0
437,64,F,CD,-0.57,-0.32,-0.68,-0.3,CL1,CL1,CL0,CL0
438,50,F,L21,0.96,-0.32,-1.44,0.48,CL6,CL0,CL1,CL2
439,29,M,Uni,-0.57,-0.32,2.82,-0.44,CL5,CL0,CL0,CL6
440,19,M,CD,-0.57,-0.32,1.37,-0.3,CL4,CL0,CL0,CL0
441,37,M,Uni,0.96,-0.32,-0.47,0.48,CL6,CL1,CL1,CL0
442,18,M,CD,0.96,-0.32,-0.68,1.45,CL3,CL0,CL0,CL0
443,32,M,Msc,0.96,-0.32,-0.92,0.0,CL5,CL0,CL0,CL0
444,36,F,L21,0.96,-0.32,0.42,0.64,CL5,CL0,CL0,CL0
445,5O,M,PD,0.96,-0.32,-0.47,0.81,CL5,CL0,CL1,CL0
446,53,M,Uni,0.96,-0.32,1.02,-0.95,CL5,CL0,CL1,CL0
447,25,M,Uni,0.96,-0.32,0.22,-1.09,CL6,CL0,CL0,CL2
448,28,F,Msc,0.96,-0.32,0.04,-0.15,CL6,CL0,CL1,CL0
449,22,M,CD,0.96,-0.32,1.13,1.45,CL5,CL1,CL1,CL3
450,23,F,Uni,0.96,-0.32,-0.35,0.64,CL5,CL0,CL0,CL0
451,21,M,Uni,0.96,-0.32,0.74,-0.15,CL5,CL0,CL0,CL2
452,20,M,Msc,0.96,-0.32,-1.19,0.81,CL5,CL0,CL0,CL0
453,41,M,Uni,0.96,-0.32,-0.15,-0.15,CL5,CL0,CL0,CL0
454,28,F,Uni,0.96,-0.32,1.23,-1.76,CL5,CL0,CL0,CL0
455,49,F,PhD,0.96,-0.32,-0.15,-0.58,CL6,CL6,CL2,CL5
456,20,M,Uni,0.96,-0.32,0.83,-0.81,CL6,CL3,CL3,CL0
457,41,F,Uni,0.96,-0.32,1.6,-0.44,CL6,CL3,CL1,CL4
458,43,M,Msc,0.96,-0.32,-0.47,-0.58,CL5,CL0,CL0,CL0
459,19,M,Uni,0.96,-0.32,0.63,0.0,CL6,CL4,CL2,CL0
460,31,F,Msc,0.96,-0.32,0.91,1.29,CL4,CL3,CL0,CL0
461,20,M,Uni,0.96,-0.32,1.23,-1.38,CL6,CL3,CL3,CL4
462,18,F,CD,0.96,-0.32,1.49,-1.38,CL5,CL0,CL2,CL0
463,42,F,CD,0.96,-0.32,0.83,0.48,CL3,CL2,CL2,CL1
464,47,F,L23,0.96,-0.32,1.02,-0.95,CL6,CL1,CL2,CL0
465,22,M,Uni,0.96,-0.32,0.31,-0.81,CL5,CL2,CL2,CL3
466,22,M,Msc,0.96,-0.32,1.37,-1.09,CL5,CL0,CL2,CL0
467,24,M,Uni,0.96,-0.5,0.31,0.64,CL0,CL2,CL0,CL2
468,53,F,Uni,0.96,-0.32,0.22,0.0,CL6,CL1,CL1,CL0
469,36,F,Uni,0.96,-0.32,-0.05,0.17,CL6,CL0,CL0,CL0
470,30,F,Uni,0.96,-0.32,-1.19,1.74,CL5,CL3,CL2,CL0
471,51,M,L21,-0.57,-0.32,2.82,-1.63,CL3,CL1,CL1,CL6
472,24,M,Uni,0.96,-0.32,0.14,0.81,CL4,CL0,CL0,CL0
473,18,F,Msc,0.96,-0.22,-0.92,2.57,CL5,CL2,CL2,CL2
474,20,M,B21,0.96,-0.32,0.31,0.0,CL5,CL2,CL2,CL2
475,35,M,CD,-0.57,-0.32,1.37,0.0,CL2,CL0,CL0,CL3
476,60,M,Uni,0.96,0.13,-0.25,0.96,CL6,CL0,CL0,CL0
477,53,M,Uni,-0.57,-0.32,-1.19,0.96,CL3,CL1,CL0,CL0
478,36,F,Uni,0.96,-0.32,1.72,-0.95,CL6,CL0,CL0,CL0
479,44,M,PD,0.96,-0.32,1.49,-0.7,CL6,CL0,CL1,CL6
480,34,M,Uni,0.96,-0.32,0.42,0.81,CL6,CL0,CL0,CL0
481,32,M,Msc,-0.1,-0.32,0.42,-0.44,CL6,CL0,CL0,CL2
482,22,F,CD,-0.57,-0.32,1.13,-0.81,CL3,CL3,CL0,CL3
483,36,M,Uni,-0.1,-0.32,1.02,0.17,CL6,CL2,CL1,CL6
484,43,F,CD,0.96,-0.32,-0.68,-0.15,CL0,CL1,CL0,CL0
485,26,M,Uni,0.96,-0.32,1.23,0.48,CL2,CL0,CL2,CL2
486,36,M,L21,0.96,-0.32,-0.58,0.96,CL4,CL1,CL1,CL0
487,51,M,L21,0.96,-0.32,-0.47,0.32,CL6,CL0,CL1,CL0
488,27,F,L23,-0.29,-0.32,1.49,-1.63,CL5,CL5,CL0,CL2
489,37,M,L23,-0.57,-0.32,1.84,-1.76,CL4,CL0,CL0,CL6
490,26,F,L21,0.96,-0.32,0.42,-1.38,CL6,CL3,CL2,CL2
491,20,F,B21,0.96,-0.32,1.98,-1.38,CL3,CL0,CL0,CL0
492,20,F,CD,0.96,-0.32,-1.05,1.11,CL5,CL0,CL0,CL0
493,47,M,PD,0.96,-0.32,0.63,0.81,CL5,CL1,CL1,CL1
494,19,F,L23,0.96,-0.32,-0.92,0.48,CL6,CL2,CL2,CL0
495,18,F,PD,0.96,-0.32,0.52,-0.58,CL5,CL0,CL4,CL4
496,22,F,CD,0.96,-0.32,0.74,-1.63,CL6,CL0,CL0,CL0
497,21,F,PD,-0.29,0.11,-1.19,-0.44,CL4,CL0,CL2,CL0
498,59,F,CD,-0.57,-0.32,-0.79,0.17,CL3,CL1,CL0,CL1
499,33,F,Msc,0.96,-0.32,0.04,1.29,CL6,CL2,CL2,CL2
500,34,F,L21,-0.29,-0.32,-0.05,-0.58,CL4,CL1,CL1,CL0
501,56,M,CD,0.96,-0.32,1.37,-0.7,CL5,CL1,CL1,CL3
502,38,M,PD,0.21,-0.32,0.04,0.48,CL3,CL0,CL1,CL2
