ID,Age,Gender,Education,Country,Ethics,Column7,Column8,Column14,Column15,Column16,Column17
753,27,F,CD,-0.29,-0.32,1.6,-0.3,CL6,CL3,CL0,CL5
754,28,M,Msc,0.96,-0.32,0.42,1.11,CL5,CL2,CL2,CL0
755,28,F,PhD,0.96,-0.32,-0.92,0.48,CL4,CL1,CL1,CL2
756,21,F,CD,-0.57,-0.32,-1.44,1.58,CL5,CL4,CL3,CL3
757,24,M,Msc,0.96,0.13,0.63,0.32,CL5,CL0,CL2,CL0
758,22,M,CD,0.21,-0.32,2.29,-0.44,CL6,CL6,CL0,CL0
759,22,F,CD,-0.57,-0.32,0.42,0.64,CL3,CL3,CL0,CL5
760,19,F,PhD,0.96,-0.32,-2.76,1.74,CL6,CL0,CL2,CL2
761,34,F,Uni,0.25,-0.32,0.04,-0.95,CL6,CL2,CL2,CL2
762,19,F,CD,-0.57,-0.32,1.72,0.32,CL6,CL0,CL0,CL0
763,31,M,Uni,-0.1,-0.32,-1.33,0.81,CL6,CL6,CL2,CL4
764,21,M,Uni,0.96,-0.32,1.13,0.81,CL5,CL0,CL0,CL2
765,19,F,L21,0.96,-0.32,0.42,-0.95,CL5,CL0,CL2,CL0
766,18,F,CD,-0.57,-0.32,0.63,0.17,CL4,CL2,CL3,CL2
767,23,F,CD,-0.57,-0.32,1.02,-0.81,CL6,CL3,CL0,CL6
768,30,F,Msc,-0.47,-0.32,0.83,-0.7,CL6,CL2,CL3,CL6
769,18,M,PD,-0.57,0.11,-0.35,0.64,CL4,CL6,CL0,CL6
770,29,F,Uni,-0.1,-0.32,1.02,0.17,CL6,CL2,CL2,CL3
771,23,F,CD,-0.57,-0.32,0.63,-1.63,CL3,CL3,CL0,CL0
772,18,M,Msc,0.96,-0.5,0.52,-1.38,CL0,CL0,CL0,CL0
773,51,F,Uni,0.96,-0.32,1.23,-1.38,CL6,CL5,CL3,CL3
774,47,M,PD,0.25,-0.32,1.02,-1.23,CL1,CL1,CL0,CL6
775,21,F,L23,-0.29,-0.32,-1.19,-0.44,CL4,CL2,CL0,CL2
776,22,M,CD,-0.29,-0.32,-1.69,0.48,CL4,CL0,CL0,CL0
777,30,F,CD,-0.57,-0.32,0.14,-0.44,CL3,CL6,CL0,CL6
778,19,F,CD,-0.57,0.13,0.52,0.64,CL6,CL4,CL0,CL6
779,20,F,CD,0.25,-0.32,1.98,0.0,CL4,CL6,CL0,CL5
780,47,F,L23,0.96,-0.32,-2.22,1.11,CL5,CL3,CL1,CL0
781,22,M,PD,-0.57,-0.32,1.02,-2.11,CL4,CL3,CL0,CL0
782,39,F,PD,-0.57,-0.32,1.02,-0.95,CL6,CL0,CL0,CL5
783,24,F,CD,-0.57,0.11,1.13,-1.23,CL3,CL3,CL0,CL2
784,19,M,CD,-0.57,-0.32,0.83,-0.44,CL6,CL3,CL0,CL3
785,19,M,CD,-0.57,-0.32,-0.25,0.48,CL6,CL5,CL0,CL4
786,22,F,Msc,-0.57,-0.32,1.37,-0.81,CL4,CL2,CL0,CL3
787,20,F,PD,-0.29,-0.32,-0.58,0.0,CL3,CL3,CL2,CL3
788,35,F,PD,-0.29,-0.32,0.83,-0.58,CL6,CL1,CL2,CL1
789,23,F,PD,0.96,-0.32,-1.69,1.29,CL5,CL0,CL2,CL0
790,18,F,CD,0.96,-0.32,-2.05,0.17,CL3,CL0,CL0,CL0
791,22,F,Uni,-0.1,-0.32,-0.15,-0.44,CL5,CL3,CL5,CL3
792,23,F,CD,-0.57,-0.32,1.74,0.05429718875502009,CL5,CL3,CL4,CL3
793,21,F,CD,-0.29,-0.32,0.83,0.64,CL5,CL5,CL3,CL3
794,30,F,CD,0.96,-0.32,0.04,2.13,CL5,CL2,CL3,CL0
795,28,F,Uni,0.96,-0.32,-0.05,-0.58,CL6,CL1,CL2,CL0
796,18,F,CD,-0.57,-0.32,1.13,-0.58,CL3,CL3,CL0,CL0
797,23,F,CD,-0.57,-0.32,0.42,-0.95,CL3,CL6,CL0,CL5
798,23,M,Uni,0.96,-0.32,-0.58,0.81,CL5,CL3,CL2,CL0
799,34,M,CD,-0.57,-0.32,0.14,1.11,CL6,CL3,CL0,CL3
800,39,M,CD,0.96,-0.32,1.23,0.64,CL5,CL2,CL1,CL1
801,23,F,CD,0.25,-0.32,-1.19,0.17,CL4,CL3,CL0,CL3
802,26,F,CD,-0.57,-0.32,0.52,-0.44,CL3,CL5,CL2,CL2
803,23,F,L23,0.21,-0.32,-0.47,0.32,CL5,CL4,CL0,CL3
804,50,M,Uni,-0.57,-0.32,0.14,-0.95,CL6,CL6,CL1,CL0
805,32,F,CD,-0.57,-0.32,0.52,-1.09,CL5,CL2,CL0,CL3
806,18,M,Uni,0.25,-0.32,1.98,-1.51,CL6,CL4,CL3,CL6
807,31,F,CD,-0.57,-0.32,-0.25,0.17,CL2,CL6,CL0,CL6
808,18,F,L22,-0.1,-0.32,-0.35,0.81,CL5,CL0,CL0,CL0
809,22,M,CD,-0.57,-0.32,1.02,0.81,CL6,CL0,CL0,CL5
810,22,F,Uni,-0.57,-0.32,0.42,-1.92,CL3,CL3,CL0,CL3
811,24,F,PD,0.96,-0.32,-1.69,-0.81,CL5,CL0,CL0,CL0
812,24,F,L23,-0.57,-0.32,-1.69,0.81,CL3,CL0,CL0,CL0
813,54,M,Uni,-0.57,-0.32,1.23,1.74,CL6,CL4,CL1,CL2
814,20,F,CD,-0.57,-0.32,1.13,-0.7,CL4,CL0,CL0,CL4
815,31,F,Uni,-0.57,-0.32,0.52,-0.58,CL3,CL2,CL0,CL2
816,18,F,CD,0.96,-0.32,-0.68,0.0,CL5,CL3,CL4,CL0
817,18,F,CD,0.25,-0.32,2.46,0.32,CL5,CL2,CL0,CL6
818,23,M,CD,-0.57,-0.32,0.14,-0.95,CL3,CL0,CL0,CL0
819,50,F,PhD,-0.1,-0.32,0.63,0.17,CL4,CL3,CL2,CL4
820,30,M,Msc,0.96,-0.32,1.6,-0.81,CL5,CL2,CL3,CL5
821,23,F,CD,-0.1,-0.5,-0.68,1.74,CL3,CL0,CL0,CL0
822,19,M,Uni,-0.57,-0.32,-0.35,0.32,CL5,CL4,CL0,CL0
823,21,F,CD,0.96,-0.32,-0.05,1.11,CL6,CL0,CL0,CL0
824,22,F,CD,-0.57,-0.32,-0.05,0.17,CL4,CL0,CL0,CL0
825,18,F,CD,-0.29,1.91,0.04,-0.3,CL5,CL0,CL0,CL0
826,23,F,Uni,-0.1,-0.32,0.63,-2.11,CL5,CL6,CL0,CL5
827,18,F,Uni,-0.57,-0.32,0.52,0.64,CL6,CL2,CL0,CL4
828,18,F,CD,-0.57,-0.32,0.14,1.45,CL3,CL6,CL0,CL4
829,19,F,Uni,-0.29,-0.32,-0.92,0.48,CL6,CL2,CL0,CL4
830,29,M,PhD,-0.1,-0.32,1.72,0.48,CL5,CL3,CL0,CL0
831,20,F,CD,-0.57,-0.32,0.14,0.64,CL4,CL3,CL0,CL0
832,24,F,PD,0.96,-0.32,0.31,-0.44,CL6,CL6,CL2,CL0
833,20,F,CD,-0.57,-0.32,0.91,-0.81,CL4,CL0,CL0,CL0
834,32,M,Msc,-0.57,-0.32,0.14,-0.95,CL6,CL3,CL1,CL5
835,50,M,PhD,-0.57,-0.32,0.04,0.17,CL6,CL6,CL1,CL4
836,33,M,Msc,-0.57,-0.32,0.83,-0.7,CL5,CL0,CL0,CL0
837,22,F,Uni,-0.57,-0.32,0.52,-0.95,CL6,CL3,CL0,CL2
838,19,F,Uni,-0.1,-0.32,-1.69,0.17,CL4,CL0,CL4,CL0
839,51,F,Msc,-0.57,-0.32,-0.35,0.32,CL3,CL6,CL3,CL2
840,19,F,CD,-0.1,-0.32,-1.69,1.74,CL4,CL0,CL0,CL0
841,22,F,L23,0.96,-0.32,0.74,0.0,CL6,CL0,CL0,CL0
842,33,F,Uni,-0.57,-0.32,0.22,-1.38,CL5,CL6,CL2,CL5
843,18,F,CD,-0.57,-0.32,-0.58,-0.15,CL4,CL4,CL0,CL0
844,20,F,CD,-0.57,-0.32,-0.68,0.0,CL3,CL2,CL0,CL3
845,29,M,CD,-0.57,-0.32,0.52,-0.44,CL6,CL1,CL0,CL4
846,20,M,CD,-0.57,-0.32,0.31,0.81,CL5,CL0,CL0,CL2
847,37,F,CD,-0.57,-0.32,0.91,-1.63,CL6,CL0,CL0,CL5
848,20,M,PD,0.25,-0.32,0.52,-0.44,CL2,CL6,CL0,CL0
849,30,F,Uni,-0.57,-0.32,0.63,-0.44,CL3,CL6,CL2,CL6
850,22,F,L23,-0.57,-0.32,-1.69,0.05429718875502009,CL6,CL6,CL0,CL6
851,63,F,Msc,-0.57,-0.32,-1.69,0.0,CL4,CL0,CL0,CL0
852,22,F,Msc,-0.29,-0.32,0.42,-0.95,CL5,CL0,CL2,CL0
853,19,F,CD,-0.57,-0.32,-0.79,1.45,CL0,CL2,CL0,CL0
854,34,F,Uni,-0.57,-0.32,0.74,0.17,CL2,CL2,CL0,CL2
855,21,F,CD,-0.57,-0.32,0.04,0.0,CL5,CL5,CL0,CL6
856,22,M,CD,-0.57,-0.32,-0.35,0.17,CL5,CL0,CL0,CL0
857,22,F,L21,0.25,-0.22,0.52,0.81,CL5,CL4,CL2,CL3
858,27,F,CD,0.96,-0.32,-1.05,0.48,CL2,CL3,CL2,CL0
859,19,F,PD,-0.57,0.13,0.52,1.29,CL5,CL5,CL0,CL3
860,31,F,L22,0.25,-0.32,1.37,-0.81,CL4,CL6,CL3,CL6
861,20,F,CD,-0.57,-0.32,-1.05,2.32,CL5,CL5,CL0,CL4
862,24,M,CD,-0.29,-0.5,1.02,-1.23,CL3,CL6,CL0,CL6
863,29,F,CD,-0.29,-0.32,0.63,0.81,CL6,CL0,CL0,CL0
864,21,F,Uni,0.96,-0.32,0.04,-0.15,CL6,CL2,CL2,CL2
865,19,F,CD,0.25,-0.32,-1.87,1.29,CL0,CL0,CL0,CL0
866,24,F,CD,0.21,-0.32,1.6,-0.58,CL6,CL1,CL4,CL4
867,22,M,CD,-0.57,-0.32,-0.15,1.11,CL5,CL0,CL0,CL0
868,19,F,CD,0.25,-0.32,0.42,-1.09,CL5,CL5,CL0,CL5
869,20,M,CD,-0.57,-0.32,-0.05,1.29,CL6,CL3,CL0,CL0
870,22,M,CD,-0.57,-0.32,-1.33,0.32,CL5,CL3,CL0,CL0
871,46,F,PD,0.96,-0.32,1.6,-0.7,CL3,CL1,CL2,CL2
872,30,F,Uni,-0.57,-0.32,0.91,-0.81,CL6,CL2,CL2,CL2
873,24,F,Msc,-0.57,-0.32,0.22,1.58,CL5,CL4,CL0,CL5
874,34,M,Msc,-0.57,-0.32,-0.68,-0.44,CL5,CL0,CL0,CL2
875,21,M,CD,0.96,-0.32,1.49,-1.76,CL4,CL0,CL0,CL2
876,27,M,Msc,-0.57,-0.32,0.22,-1.09,CL5,CL6,CL2,CL5
877,22,M,CD,-0.57,-0.32,0.74,0.32,CL5,CL6,CL0,CL4
878,40,F,PD,-0.57,-0.32,1.23,-2.11,CL3,CL5,CL1,CL2
879,28,F,CD,-0.1,-0.32,-0.92,0.48,CL5,CL3,CL0,CL0
880,20,M,Uni,-0.57,-0.32,-0.58,1.45,CL5,CL3,CL0,CL0
881,30,F,Msc,-0.57,-0.32,1.23,0.0,CL6,CL6,CL2,CL6
882,18,M,B21,-0.57,-0.32,0.63,-0.15,CL5,CL4,CL0,CL4
883,43,F,CD,-0.57,-0.32,1.6,-1.09,CL4,CL6,CL1,CL2
884,27,M,CD,-0.57,-0.32,-1.19,1.45,CL2,CL2,CL0,CL2
885,23,F,CD,-0.57,-0.32,0.04,1.29,CL6,CL3,CL0,CL4
886,21,F,CD,-0.57,0.11,1.49,0.0,CL5,CL6,CL4,CL6
887,34,F,CD,-0.29,-0.32,1.02,-2.73,CL4,CL2,CL0,CL5
888,19,F,Uni,0.96,-0.32,0.42,-0.44,CL4,CL0,CL3,CL0
889,23,F,Uni,0.96,-0.32,-0.47,2.57,CL6,CL3,CL2,CL4
890,18,M,CD,-0.57,-0.32,-1.05,1.45,CL5,CL0,CL0,CL0
891,24,M,CD,-0.57,-0.32,0.42,0.81,CL5,CL0,CL0,CL0
892,21,F,CD,-0.57,0.11,0.14,0.96,CL4,CL3,CL3,CL3
893,34,F,CD,0.21,-0.32,-1.55,2.13,CL5,CL6,CL2,CL6
894,32,F,CD,-0.29,-0.32,0.14,-0.44,CL3,CL3,CL0,CL0
895,34,F,CD,-0.57,-0.32,1.02,-1.51,CL4,CL4,CL2,CL4
896,25,M,L22,0.96,-0.32,3.27,-2.11,CL6,CL3,CL2,CL2
897,19,F,CD,-0.29,-0.32,-1.44,-1.76,CL5,CL3,CL0,CL3
898,19,M,PD,0.96,-0.32,-1.87,-0.3,CL4,CL2,CL3,CL0
899,27,F,Msc,-0.57,-0.32,-0.79,1.11,CL5,CL4,CL3,CL6
900,31,F,Uni,-0.57,-0.32,1.84,-0.3,CL6,CL0,CL0,CL0
901,18,M,CD,-0.57,-0.32,1.84,-0.95,CL6,CL0,CL0,CL0
902,23,F,Uni,0.25,-0.32,-2.52,1.74,CL5,CL6,CL4,CL6
903,24,F,CD,0.96,-1.11,0.04,-0.95,CL5,CL0,CL0,CL2
904,30,M,Msc,-0.57,-0.32,0.22,-0.7,CL6,CL2,CL0,CL2
905,21,F,L23,-0.57,-0.32,-0.05,0.96,CL4,CL6,CL4,CL4
906,38,M,Uni,-0.57,-0.32,1.02,-0.3,CL6,CL0,CL0,CL0
907,18,F,CD,-0.57,-0.32,1.37,-0.15,CL2,CL3,CL0,CL6
908,25,F,PD,-0.29,-0.32,0.42,0.32,CL5,CL2,CL2,CL0
909,39,F,Uni,-0.1,-0.32,-1.33,0.32,CL4,CL5,CL2,CL0
910,23,F,CD,-0.57,0.11,-0.25,0.0,CL5,CL4,CL0,CL4
911,22,F,Uni,-0.57,-0.32,0.14,0.64,CL5,CL5,CL3,CL6
912,29,M,CD,-0.57,-0.32,1.37,0.48,CL6,CL0,CL0,CL6
913,22,M,CD,-0.57,-0.32,2.13,-2.73,CL4,CL4,CL0,CL4
914,22,F,CD,-0.57,-0.32,0.74,-1.38,CL4,CL0,CL0,CL2
915,39,F,Uni,-0.57,-0.32,0.31,-1.51,CL3,CL0,CL0,CL6
916,24,M,CD,-0.57,-0.32,-1.19,2.32,CL5,CL0,CL0,CL0
917,30,M,L22,-0.57,-0.32,2.29,-2.54,CL5,CL4,CL0,CL5
918,20,F,L23,-0.57,-0.22,0.22,0.0,CL6,CL6,CL0,CL4
919,28,F,L21,-0.57,-0.32,0.42,-0.15,CL4,CL3,CL0,CL3
920,19,M,CD,-0.57,-0.32,1.72,-1.63,CL3,CL0,CL0,CL0
921,22,F,L23,0.25,-0.32,0.22,1.45,CL6,CL4,CL2,CL3
922,40,F,Msc,0.96,-0.32,-0.25,-0.3,CL5,CL0,CL0,CL5
923,24,F,CD,-0.29,-0.32,-1.19,0.48,CL6,CL4,CL0,CL2
924,22,F,B21,-0.1,-0.32,0.14,-0.3,CL3,CL4,CL0,CL2
925,20,F,CD,-0.57,-0.32,-1.19,-1.38,CL3,CL0,CL0,CL0
926,29,F,L23,-0.57,-0.32,1.23,-1.23,CL3,CL0,CL0,CL3
927,20,F,L21,-0.57,-0.32,1.02,-1.51,CL3,CL3,CL0,CL3
928,23,F,PD,-0.57,-0.32,-0.79,1.29,CL5,CL2,CL0,CL0
929,28,F,CD,-0.57,-0.32,0.22,-1.23,CL5,CL0,CL0,CL3
930,27,F,CD,-0.57,-0.32,-0.58,1.45,CL4,CL1,CL0,CL3
931,22,M,CD,0.96,0.11,-0.25,0.96,CL4,CL5,CL4,CL3
932,39,F,L21,0.96,-0.32,-0.68,-0.7,CL3,CL2,CL3,CL0
933,27,M,Uni,-0.1,-0.32,0.74,-0.7,CL4,CL2,CL0,CL1
934,23,M,L22,-0.57,-0.32,1.13,-1.92,CL3,CL2,CL0,CL6
935,22,M,Uni,0.96,-0.32,-0.25,0.0,CL5,CL0,CL0,CL0
936,19,M,CD,-0.57,-0.32,-1.33,1.11,CL5,CL3,CL3,CL4
937,23,M,CD,-0.57,-0.32,2.29,-0.7,CL4,CL0,CL0,CL0
938,20,F,PD,0.96,-0.32,0.42,1.29,CL3,CL5,CL2,CL5
939,18,F,CD,-0.29,-0.32,-0.05,0.32,CL6,CL0,CL0,CL0
940,18,M,Uni,0.96,-0.32,0.31,0.32,CL5,CL0,CL2,CL0
941,21,F,CD,-0.29,-0.32,0.42,-0.44,CL6,CL0,CL0,CL0
942,27,M,L23,-0.29,-0.32,0.91,1.29,CL5,CL3,CL4,CL0
943,29,F,PD,-0.57,-0.32,-0.47,2.32,CL4,CL2,CL0,CL3
944,20,M,CD,-0.57,0.13,1.6,-0.81,CL3,CL3,CL0,CL6
945,27,M,Msc,-0.57,-0.32,1.02,-0.3,CL3,CL2,CL0,CL6
946,18,M,CD,-0.57,-0.32,-0.35,-1.09,CL4,CL0,CL0,CL0
947,24,F,L23,-0.57,-0.32,-0.68,-0.3,CL4,CL6,CL0,CL3
948,32,F,PD,0.96,-0.32,2.13,-1.38,CL6,CL2,CL3,CL6
949,32,M,L23,0.25,-0.32,0.42,0.0,CL2,CL2,CL0,CL5
950,42,F,PD,-0.57,-0.32,1.6,-1.76,CL5,CL1,CL0,CL1
951,22,M,Uni,-0.57,-0.32,0.63,0.0,CL6,CL2,CL0,CL3
952,20,M,CD,-0.57,-0.32,-1.19,0.32,CL3,CL3,CL0,CL0
953,19,F,CD,-0.57,-0.32,0.42,0.17,CL5,CL5,CL0,CL3
954,33,M,Uni,0.96,-0.32,1.02,-0.95,CL5,CL0,CL0,CL0
955,22,F,CD,-0.29,-0.32,1.37,-0.81,CL0,CL0,CL0,CL0
956,21,F,PD,-0.57,-0.32,1.84,-0.58,CL4,CL5,CL2,CL4
957,50,F,Uni,-0.57,-0.32,-1.19,-0.58,CL5,CL6,CL1,CL2
958,36,F,PD,0.96,-0.32,-1.44,-0.3,CL6,CL0,CL5,CL0
959,20,F,CD,-0.29,-0.32,-0.25,1.58,CL5,CL0,CL0,CL0
960,23,M,Uni,-0.29,-0.32,0.04,0.17,CL5,CL0,CL0,CL1
961,46,M,CD,-0.57,-0.32,-0.05,-0.7,CL5,CL6,CL0,CL1
962,24,F,PD,-0.1,-0.32,0.31,0.96,CL5,CL3,CL5,CL0
963,31,F,CD,-0.57,-0.32,-0.35,0.32,CL5,CL3,CL0,CL5
964,39,F,CD,0.96,-0.32,0.63,-1.92,CL5,CL3,CL2,CL5
965,18,F,CD,-0.57,-0.32,-0.92,1.29,CL5,CL3,CL0,CL0
966,26,M,Msc,-0.57,-0.32,-1.19,0.0,CL5,CL1,CL0,CL3
967,18,F,Msc,0.96,-0.32,-0.92,1.11,CL5,CL2,CL3,CL4
968,21,M,CD,-0.57,-0.32,-0.58,0.32,CL4,CL3,CL1,CL0
969,20,M,CD,-0.57,-0.32,-0.25,0.17,CL5,CL0,CL0,CL2
970,18,F,CD,-0.57,-1.11,-1.55,1.29,CL6,CL0,CL0,CL0
971,62,F,PhD,-0.29,-0.32,-1.87,1.29,CL6,CL1,CL1,CL1
972,42,M,Uni,0.25,-0.32,0.22,0.0,CL5,CL1,CL0,CL0
973,31,F,CD,0.25,-0.32,0.42,-1.63,CL6,CL4,CL0,CL0
974,20,F,CD,-0.57,-0.32,1.49,-1.23,CL6,CL0,CL0,CL2
975,22,F,CD,-0.57,-0.32,-1.87,2.13,CL6,CL2,CL0,CL0
976,23,F,CD,-0.57,-0.32,1.23,0.0,CL5,CL0,CL0,CL0
977,283,F,Msc,-0.57,-0.32,-2.22,0.0,CL1,CL0,CL0,CL0
978,21,F,CD,-0.57,-0.32,-0.58,1.11,CL0,CL2,CL0,CL3
979,40,M,Msc,0.96,-0.32,-0.58,1.45,CL5,CL4,CL2,CL2
980,47,M,CD,-0.57,-0.32,1.23,-1.09,CL6,CL1,CL1,CL4
981,28,M,PhD,-0.57,-0.5,0.63,0.17,CL4,CL1,CL2,CL2
982,18,F,CD,-0.29,-0.32,0.42,-0.15,CL4,CL0,CL0,CL4
983,20,F,CD,0.96,-0.32,1.02,1.11,CL6,CL6,CL3,CL4
984,28,M,Uni,-0.57,-0.32,0.63,-0.15,CL5,CL1,CL0,CL6
985,22,F,CD,-0.57,-0.32,-0.15,-0.15,CL6,CL3,CL0,CL3
986,22,F,CD,-0.29,-0.32,-0.15,0.32,CL5,CL3,CL3,CL0
987,18,F,PD,-0.57,-0.32,0.74,-0.81,CL5,CL6,CL0,CL6
988,32,F,CD,-0.57,-0.32,1.72,0.64,CL4,CL0,CL0,CL4
989,22,F,CD,-0.57,-0.32,1.02,-1.51,CL4,CL3,CL0,CL6
990,31,F,Uni,-0.57,-0.32,-0.79,0.0,CL5,CL6,CL0,CL4
991,19,F,CD,-0.57,-0.32,1.72,-0.58,CL6,CL4,CL2,CL6
992,19,F,CD,-0.1,-,0.31,1.74,CL5,CL4,CL5,CL3
993,63,F,PD,-0.29,-,-0.79,0.32,CL3,CL1,CL0,CL2
994,25,F,Uni,0.96,-0.32,-1.19,0.81,CL5,CL2,CL2,CL2
995,19,F,CD,-0.57,-0.32,0.52,0.81,CL5,CL5,CL0,CL3
996,21,F,Msc,-0.29,-0.32,-0.79,-0.3,CL5,CL0,CL0,CL4
997,22,F,Msc,0.96,-0.32,-0.79,0.96,CL5,CL2,CL2,CL4
998,25,F,Msc,0.96,-0.32,1.13,-0.3,CL6,CL0,CL2,CL5
999,32,M,PhD,-0.57,-0.32,-1.05,0.81,CL3,CL6,CL0,CL0
1000,21,F,CD,-0.57,-0.32,-0.68,0.48,CL4,CL3,CL3,CL2
1001,22,F,L21,-0.47,-0.32,1.23,-1.09,CL5,CL0,CL3,CL0
1002,20,F,CD,-0.57,-0.32,-0.05,0.96,CL5,CL6,CL1,CL5
